"","Review..","Brand","Variety","Style","Country","Stars","Flavour"
"316",524,"Nissin","cup noodles spicy seafood","Cup","Hong Kong","3.75","spicy"
"317",516,"Wang","champong spicy seafood","Bowl","South Korea","3.5","spicy"
"318",514,"Shirakiku","sanukiya fresh spicy ramen","Bowl","Japan","3","spicy"
"319",505,"JML","artificial spicy beef","Pack","China","3.5","spicy"
"320",493,"Pulmuone","fresh ramen spicy","Pack","South Korea","3","spicy"
"321",485,"Ottogi","hot & spicy ramen","Cup","South Korea","3","spicy"
"322",467,"Vifon","tu quy sour spicy shrimp","Pack","Vietnam","1.75","spicy"
"323",461,"Samyang","sutah hot spicy beef","Pack","South Korea","3.5","spicy"
"324",437,"Nongshim","big bowl spicy kimchi","Bowl","South Korea","3.25","spicy"
"325",417,"Vifon","tu quy spicy beef","Pack","Vietnam","3.5","spicy"
"326",399,"Paldo","spicy seafood","Cup","South Korea","3.75","spicy"
"327",396,"Vina Acecook","bestcook hot spicy tom yum shrimp","Bowl","Vietnam","4.25","spicy"
"328",394,"Paldo","hwa cup hot spicy","Cup","South Korea","3.5","spicy"
"329",358,"Doll","spicy artificial pork","Pack","Hong Kong","3.75","spicy"
"330",346,"Paldo","bowl noodle spicy artificial chicken","Bowl","South Korea","3.125","spicy"
"331",335,"Goku Uma","hot & spicy beef","Bowl","Japan","3.5","spicy"
"332",324,"Nongshim","big bowl spicy shrimp","Bowl","South Korea","3.5","spicy"
"333",321,"Little Cook","tvp spicy beef","Bowl","Thailand","4.75","spicy"
"334",315,"Unif","super bowl artificial spicy beef","Bowl","Taiwan","2.75","spicy"
"335",298,"Nongshim","hearty rice noodle spicy veggie consomme","Pack","South Korea","2.75","spicy"
"336",297,"Rhee Bros Assi","rice noodle hot & spicy kimchi","Tray","South Korea","3.25","spicy"
"337",290,"Doll","spicy artificial beef","Pack","Hong Kong","3","spicy"
"338",281,"Mama","oriental kitchen hot spicy","Cup","Thailand","3","spicy"
"339",269,"Paldo","spicy shrimp bowl","Bowl","South Korea","3.5","spicy"
"340",255,"Mama","oriental kitchen spicy seafood","Cup","Thailand","3.75","spicy"
"341",254,"Vina Acecook","daily hot & spicy tom yun","Pack","Vietnam","4","spicy"
"342",249,"Unif","100 artificial spicy beef","Pack","Taiwan","3.75","spicy"
"343",243,"Myojo","udon hot & spicy","Pack","Japan","4.5","spicy"
"344",237,"Koka","spicy seafood marinara","Bowl","Singapore","3","spicy"
"345",236,"Koka","spicy sesame","Pack","Singapore","5","spicy"
"346",197,"Rhee Bros Assi","rice noodle with spicy flavored soup","Tray","South Korea","2.25","spicy"
"347",159,"Mama","hot & spicy","Pack","Thailand","1.75","spicy"
"348",150,"Chorip Dong","jjambbong hot spicy seafood","Bowl","South Korea","4.25","spicy"
"349",111,"Ottogi","odongtongmyon seafood spicy","Pack","South Korea","3.25","spicy"
"350",83,"Nissin","demae ramen spicy flavor","Pack","Japan","2","spicy"
"351",81,"Unif / Tung-I","artificial spicy beef","Pack","Taiwan","3.5","spicy"
"352",69,"Baijia","spicy fei- chang sweet potato noodle","Pack","China","1.75","spicy"
"353",54,"Hua Feng Noodle Expert","spicy seafood flavor","Pack","China","3","spicy"
"354",25,"Nissin","demae ramen spicy flavor","Pack","Japan","3","spicy"
"355",24,"Nissin","demae ramen spicy seafood with chili pepper","Pack","Japan","2","spicy"
"356",20,"Nongshim","neoguri (seafood'n'spicy)","Pack","South Korea","3.5","spicy"
"357",16,"Samyang","kalgug-su (spicy)","Pack","South Korea","3.5","spicy"
"358",2528,"Prima","juzz's mee creamy chicken flavour (export version)","Pack","Singapore","5","chicken"
"359",2506,"KOKA","delight chicken flavor instant non-fried noodles","Pack","Singapore","3.75","chicken"
"360",2499,"KOKA","creamy soup with crushed noodles chicken flavor","Cup","Singapore","5","chicken"
"361",2482,"TTL","chicken with chinese shaoxing wine","Pack","Taiwan","4.75","chicken"
"362",2479,"E-Zee","instant noodles chicken flavour","Pack","Malaysia","4","chicken"
"363",2464,"Wang","extreme spicy hot chicken flavor udon","Bowl","South Korea","2","chicken"
"364",2462,"TTL","sesame oil chicken noodle with rice wine","Bowl","Taiwan","5","chicken"
"365",2457,"KOKA","instant noodles chicken satay flavour","Pack","Singapore","3.5","chicken"
"366",2443,"KOKA","signature chicken flavor instant noodles","Cup","Singapore","3.75","chicken"
"367",2428,"TTL","sesame oil chicken with rice wine noodle","Bowl","Taiwan","5","chicken"
"368",2427,"Ajinatori","halal chicken shoyu sauce ramen","Pack","Japan","2.5","chicken"
"369",2395,"Master Kong","chicken flavor instant noolde","Pack","China","4.25","chicken"
"370",2376,"Nissin","disney cuties instant chicken with corn flavour","Cup","Thailand","3.25","chicken"
"371",2361,"Nissin","demae iccho chicken flavour instant noodle (bowl noodle)","Bowl","Hong Kong","5","chicken"
"372",2360,"Wai Wai","instant noodles artificial chicken flavoured","Pack","India","2","chicken"
"373",2316,"Nissin","cup noodle spicy curry chicken","Cup","Japan","5","chicken"
"374",2305,"Ajinatori","chicken flavor ramen","Pack","Japan","4","chicken"
"375",2286,"Kamfen","noodle king artificial abalone and chicken soup flavored","Bowl","Hong Kong","4","chicken"
"376",2245,"Nissin","vietnamese chicken coriander flavour vermicelli","Cup","Hong Kong","4","chicken"
"377",2225,"Fuku","bowl chicken flavour instant rice vermicelli","Bowl","Hong Kong","4","chicken"
"378",2223,"KOKA","rice noodles fragrant chicken pho ga flavour","Pack","Singapore","4","chicken"
"379",2194,"Fuku","chicken flavour instant noodle","Pack","Hong Kong","4","chicken"
"380",2181,"MAMA","instant rice noodles chicken flavour","Pack","Thailand","4","chicken"
"381",2180,"MAMA","pho ga rice noodles with artificial chicken flavour","Bowl","Thailand","3","chicken"
"382",2157,"Master Kong","artificial mushroom chicken flavor instant noodle","Pack","China","4","chicken"
"383",2146,"Sapporo Ichiban","kun ramen sumo-kuchikin (smoked chicken)","Bowl","Japan","3","chicken"
"384",2143,"Thien Houng Foods","lemon chicken flavour instant noodles","Pack","Vietnam","3","chicken"
"385",2135,"Doll","instant noodle supreme abalone and chicken flavour","Pack","Hong Kong","2","chicken"
"386",2134,"Four Seas","chicken flavour instant noodle","Pack","Hong Kong","4","chicken"
"387",2033,"Chaudhary's Wai Wai","instant noodles artificial chicken & shrimp flavored","Pack","India","2.5","chicken"
"388",1988,"MAMA","instant noodles chicken soup flavour","Pack","Myanmar","3.50","chicken"
"389",1937,"MAMA","chicken soup flavour cup noodles","Cup","Myanmar","3.75","chicken"
"390",1928,"Bamee","instant noodles oriental style chicken flavour","Pack","Thailand","3","chicken"
"391",1925,"Prima","juzz's mee creamy chicken flavour","Pack","Singapore","5","chicken"
"392",1912,"MAMA","instant noodles chicken sichek flavour","Pack","Myanmar","3.75","chicken"
"393",1906,"Vifon","chicken flavour asian style instant noodles","Pack","Vietnam","3.5","chicken"
"394",1886,"Myojo","chicken abalone flavour","Bowl","Singapore","3.75","chicken"
"395",1881,"Myojo","chicken abalone flavour","Pack","Singapore","3.5","chicken"
"396",1879,"Myojo","chicken tanmen flavour","Pack","Singapore","3.5","chicken"
"397",1876,"Myojo","chicken flavour","Pack","Singapore","3.75","chicken"
"398",1873,"Vedan","wei wei a instant noodles chicken flavor","Bowl","Taiwan","0","chicken"
"399",1859,"Mama","instant noodles chicken green curry flavour","Pack","Cambodia","5","chicken"
"400",1833,"Vit's","instant noodles with chicken flavour","Pack","Malaysia","3.75","chicken"
"401",1794,"Vit's","shallot chicken instant noodles","Pack","Malaysia","3","chicken"
"402",1778,"JML","spicy king spicy chicken","Pack","China","5","chicken"
"403",1776,"JML","spicy king bowl noodle spicy chicken","Bowl","China","5","chicken"
"404",1692,"Mama","oriental style instant noodles chicken flavour","Pack","Bangladesh","3.25","chicken"
"405",1684,"Wugudaochang","sichuan pepper & chicken flavor noodle","Bowl","China","4.5","chicken"
"406",1676,"A1","emporer herbs chicken noodle","Pack","Malaysia","4.25","chicken"
"407",1673,"Lishan Food Manufacturing","black cock brand vegetarian chicken noodle","Pack","Taiwan","3.5","chicken"
"408",1670,"Tropicana Slim","less fat noodles grilled chicken","Pack","Indonesia","3.75","chicken"
"409",1666,"Vifon","curry instant noodle with chicken","Cup","Vietnam","3","chicken"
"410",1651,"Ruski","chicken flavour instant noodles","Pack","Malaysia","3.75","chicken"
"411",1595,"JML","emporer instant noodles spicy chicken","Pack","China","5","chicken"
"412",1565,"Oyatsu","baby star snack noodle chicken flavour","Pack","Japan","2.5","chicken"
"413",1531,"Lucky Me!","special instant sopas chicken flavor","Pack","Philippines","3.75","chicken"
"414",1528,"Lucky Me!","supreme pinoy chicken instant noodles","Cup","Philippines","3.25","chicken"
"415",1494,"Indomie","pop mie chicken flavour cup noodles","Cup","Indonesia","3.5","chicken"
"416",1481,"Master Kong","mushroom stew chicken ramen","Pack","China","3.5","chicken"
"417",1475,"Bamee","cup oriental style instant noodles chicken flavour","Cup","Thailand","3.25","chicken"
"418",1472,"Ruski","chicken masala flavour instant fried noodles","Pack","Thailand","3.75","chicken"
"419",1456,"Nissin","cup noodles chicken flavour","Cup","Singapore","3.5","chicken"
"420",1447,"Nissin","cup noodles cream of chicken flavour","Cup","Singapore","4","chicken"
"421",1437,"Knorr","quick serve macaroni abalone & chicken flavour","Pack","Hong Kong","3","chicken"
"422",1418,"Ottogi","ppushu ppushu grilled chicken flavor","Pack","South Korea","1","chicken"
"423",1408,"Pamana","chicken sopas creamy macaroni soup","Cup","Philippines","3.5","chicken"
"424",1356,"Mamee","chef spicy chicken shiitake flavour","Pack","Malaysia","3.25","chicken"
"425",1355,"Mamee","instant vermicelli chicken flavour","Pack","Malaysia","3.25","chicken"
"426",1351,"Mamee","monster chicken flavour snack noodles","Pack","Malaysia","4","chicken"
"427",1329,"Vifon","oriental style instant noodle mi ga chicken flavor","Cup","Vietnam","1.25","chicken"
"428",1323,"Golden Wheat","korean style mushroom chicken flavour cooking noodle","Pack","China","2","chicken"
"429",1294,"Thai Choice","instant noodles chicken flavour","Cup","Thailand","3","chicken"
"430",1277,"Vifon","m„¨ g„† t„¨m chua cay hot & sour chicken flavor instant noodles","Pack","Vietnam","2","chicken"
"431",1267,"ABC","mi cup rasa soto ayam chicken soto flavour","Cup","Indonesia","3.75","chicken"
"432",1266,"ABC","selera pedas mi goreng cup rasa gulai ayam pedas hot gulai chicken","Cup","Indonesia","4","chicken"
"433",1265,"ABC","rasa ayam bawang chicken onion flavour","Cup","Indonesia","3.75","chicken"
"434",1264,"ABC","selera pedas mi goreng cup rasa ayam pedas limau hot chicken lemon flavour","Cup","Indonesia","4.25","chicken"
"435",1262,"ABC","mi cup rasa kari ayam chicken curry flavour","Cup","Indonesia","3.75","chicken"
"436",1259,"Eat & Go","chicken onion mi instan cup","Cup","Indonesia","3.75","chicken"
"437",1258,"President","mi goreng rasa ayam chicken flavoured fried noodle","Pack","Indonesia","4.5","chicken"
"438",1256,"Eat & Go","curry chicken mi instan cup","Cup","Indonesia","4.25","chicken"
"439",1254,"Four Seas","sesame oil chicken flavour instant noodle","Bowl","Hong Kong","2.75","chicken"
"440",1245,"Sau Tao","instant noodle king abalone & chicken flavoured","Pack","Hong Kong","3.5","chicken"
"441",1243,"Nissin","demae rice vermicelli chicken flavour instant rice vermicelli with soup base","Pack","Hong Kong","1.75","chicken"
"442",1221,"ABC","selera pedas hot semur chicken flavour","Pack","Indonesia","4.5","chicken"
"443",1215,"GaGa","mi instan cup milk chicken soup","Cup","Indonesia","4.75","chicken"
"444",1211,"Nissin","demae iccho instant noodle with soup base artificial chicken flavour","Bowl","Hong Kong","3","chicken"
"445",1199,"Mama","instant noodles chicken green curry flavour","Pack","Thailand","3.75","chicken"
"446",1180,"Wei Lih","what‚Äôs that? leisure meatballs spicy chicken flavor","Pack","Taiwan","3.75","chicken"
"447",1177,"ABC","mi abc rasa ayam bawang (onion chicken)","Pack","Indonesia","4","chicken"
"448",1175,"Healtimie","green barley noodle milk chicken soup","Pack","Indonesia","4.25","chicken"
"449",1150,"Asian Thai Foods","krrish instant noodles chicken flavor","Pack","Nepal","3.5","chicken"
"450",1149,"Asian Thai Foods","preeti instant noodles chicken soup base","Pack","Nepal","3.5","chicken"
"451",1147,"Asian Thai Foods","rumpum chicken soup base","Pack","Nepal","3.5","chicken"
"452",1146,"Asian Thai Foods","2pm precooked noodles chicken curry delight","Pack","Nepal","3.5","chicken"
"453",1145,"Asian Thai Foods","fatafat chicken flavor","Pack","Nepal","3.75","chicken"
"454",1142,"Asian Thai Foods","miteri instant noodles chicken flavor","Pack","Nepal","4","chicken"
"455",1139,"Asian Thai Foods","gaurav chicken seasoning","Pack","Nepal","3.75","chicken"
"456",1131,"Wei Lih","what‚Äôs that? leisure meatballs chicken flavor","Pack","Taiwan","3.75","chicken"
"457",1116,"Tokyo Noodle","mini instant noodles artificial chicken flavor","Pack","Japan","5","chicken"
"458",1101,"Eat & Go","spicy chicken mi instan cup","Cup","Indonesia","4.25","chicken"
"459",1098,"Tropicana Slim","low fat noodles hainan chicken","Pack","Indonesia","3.75","chicken"
"460",1043,"Chewy","rice vermicelli satay chicken","Pack","China","3","chicken"
"461",1033,"Nissin","king cup noodle bbq chicken & onion","Cup","Japan","3.75","chicken"
"462",1028,"Samyang Foods","buldalk bokkeummyeon (hot fried chicken ramyun)","Pack","South Korea","4","chicken"
"463",1005,"Four Seas","chicken flavour","Bowl","China","2.75","chicken"
"464",933,"Paldo","kokomen spicy chicken","Cup","South Korea","4.5","chicken"
"465",927,"Paldo","kokomen spicy chicken","Bowl","South Korea","4.75","chicken"
"466",917,"Vina Acecook","good chicken abalone bean vermicelli","Pack","Vietnam","3.25","chicken"
"467",875,"Sunlee","artificial chicken rice vermicelli","Bowl","Thailand","2.5","chicken"
"468",873,"Vifon","viet rice noodles chicken","Pack","Vietnam","3.5","chicken"
"469",869,"Vina Acecook","good chicken bean vermicelli","Pack","Vietnam","3.25","chicken"
"470",831,"Vifon","instant porridge chicken","Pack","Vietnam","3.25","chicken"
"471",823,"Paldo","kokomen spicy chicken","Pack","South Korea","5","chicken"
"472",815,"Chencun","stewde chicken of mushroom","Cup","China","3.25","chicken"
"473",810,"ABC","selera pedas mi goreng hot chicken lemon","Pack","Indonesia","4.25","chicken"
"474",804,"Little Cook","abalone chicken","Cup","Thailand","1.75","chicken"
"475",770,"Kailo","chicken","Pack","Hong Kong","3.5","chicken"
"476",746,"JML","artificial mushroom chicken","Bowl","China","1.25","chicken"
"477",737,"Gau Do","chicken shrimp","Pack","Vietnam","2.5","chicken"
"478",732,"Indomie","curly noodle with chicken chilli paddi","Pack","Indonesia","4.25","chicken"
"479",723,"Indomie","mi goreng barbecue chicken","Pack","Indonesia","5","chicken"
"480",694,"Vina Acecook","kingcook chicken","Pack","Vietnam","3.5","chicken"
"481",679,"Mamee","express cup fried onion chicken","Cup","Malaysia","3.25","chicken"
"482",670,"Saigon Ve Wong","kung fu artificial chicken rice noodle","Bowl","Vietnam","3.5","chicken"
"483",666,"Lishan","black rooster chicken","Pack","Taiwan","1.5","chicken"
"484",654,"Mee Jang","sour spicy chicken tom yum","Bowl","Thailand","3.25","chicken"
"485",650,"Dragonfly","artificial chicken","Pack","China","4","chicken"
"486",645,"Nongshim","oolongmen artificial chicken","Cup","South Korea","3.75","chicken"
"487",617,"Nissin","demae iccho sesame oil chicken macaroni","Pack","Japan","3.75","chicken"
"488",610,"Wei Wei","""a"" series artificial chicken","Pack","Taiwan","3.25","chicken"
"489",584,"Baijia","single noble black bone chicken sweet potato thread","Cup","China","0","chicken"
"490",573,"Noah Foods","phoya chicken","Bowl","Vietnam","2","chicken"
"491",542,"Mi Sedaap","mi supartificial chicken special","Pack","Indonesia","3","chicken"
"492",541,"Yum Yum","chicken","Pack","Thailand","3.5","chicken"
"493",539,"Nissin","demae ramen chicken","Pack","Japan","3","chicken"
"494",535,"Wai Wai","chicken flavor","Pack","Thailand","0.9","chicken"
"495",518,"Dragonfly","artificial chicken","Bowl","China","4.5","chicken"
"496",487,"Kailo","big bowl artificial chicken","Bowl","Hong Kong","2.75","chicken"
"497",448,"Ve Wong","kung fu artificial sesame chicken","Bowl","Taiwan","3.75","chicken"
"498",444,"Mr. Udon","chicken","Pack","South Korea","3.25","chicken"
"499",443,"Lucky Me!","n-rich chicken tinola","Pack","Philippines","4","chicken"
"500",429,"Quickchow","chicken mami","Pack","Philippines","3.75","chicken"
"501",428,"Kamfen","e menm chicken","","China","3.75","chicken"
"502",426,"Vifon","tu quy chicken","Pack","Vietnam","3","chicken"
"503",409,"Payless","instant mami chicken","Pack","Philippines","4","chicken"
"504",383,"Lucky Me!","chicken na chicken","Pack","Philippines","2.75","chicken"
"505",382,"Lucky Me!","n-rich artificial chicken with ginger","Pack","Philippines","2.5","chicken"
"506",377,"Sau Tao","ho fan abalone chicken","Bowl","Hong Kong","4","chicken"
"507",367,"Saigon Ve Wong","kung fu artificial chicken","Pack","Vietnam","3.25","chicken"
"508",346,"Paldo","bowl noodle spicy artificial chicken","Bowl","South Korea","3.125","chicken"
"509",330,"Vifon","phu gia instant bean thread chicken","Pack","Vietnam","3.25","chicken"
"510",326,"Little Cook","tvp curry chicken","Bowl","Thailand","4","chicken"
"511",303,"Paldo","dosirac artificial chicken","Tray","South Korea","3.25","chicken"
"512",299,"Lucky Me!","supreme sotanghon artificial chicken vermicelli ","Bowl","Philippines","3.75","chicken"
"513",285,"Doll","artificial chicken","Pack","Hong Kong","4.5","chicken"
"514",272,"Vina Acecook","mi lau thai artificial chicken","Pack","Vietnam","3.5","chicken"
"515",261,"Vina Acecook","oh! ricey chicken","Pack","Vietnam","3.75","chicken"
"516",231,"Indomie","onion chicken","Pack","Indonesia","4.5","chicken"
"517",229,"Myojo","udon chicken","Pack","Japan","3.75","chicken"
"518",194,"Saigon Ve Wong","kung fu instant rice noodles artificial chicken","Pack","Vietnam","3.5","chicken"
"519",174,"Lucky Me!","sotanghon artificial chicken","Pack","Philippines","0.25","chicken"
"520",163,"Vifon","asian style instant noodles chicken","Pack","Vietnam","3.5","chicken"
"521",131,"Unif","100 artificial shallot chicken","Pack","Taiwan","3.25","chicken"
"522",119,"Ve Wong","artificial pork & chicken","Pack","Taiwan","3.4","chicken"
"523",110,"Lucky Me!","artificial chicken","Pack","Philippines","1.5","chicken"
"524",101,"Ve Wong","artificial sesame chicken","Pack","Taiwan","4.25","chicken"
"525",94,"Mama","artificial chicken","Pack","Thailand","2.5","chicken"
"526",88,"Paldo","south korean noodle chicken","Pack","South Korea","3.25","chicken"
"527",80,"Unif / Tung-I","artificial chicken","Pack","Taiwan","3.5","chicken"
"528",63,"Nissin","souper meal chicken flavor with vegetable medley","Bowl","Japan","3","chicken"
"529",59,"Maggi","chinese noodles lemon chicken flavor","Pack","India","3.5","chicken"
"530",53,"Indomie","chicken","Cup","Indonesia","2","chicken"
"531",52,"Indomie","chicken curry","Pack","Indonesia","4","chicken"
"532",51,"Indomie","curly noodles with grilled chicken","Pack","Indonesia","5","chicken"
"533",47,"Indomie","mi goreng jumbo barbecue chicken","Pack","Indonesia","5","chicken"
"534",44,"Indomie","special chicken","Pack","Indonesia","4.25","chicken"
"535",42,"Ve Wong","kung-fu chicken flavor","Pack","Vietnam","2.75","chicken"
"536",11,"Six Fortune","chicken flavor instant soup noodle","Pack","South Korea","2","chicken"
"537",2537,"Nissin","cup noodlestom yam seafood (more shrimptacular)","Cup","Singapore","5","seafood"
"538",2471,"Nissin","cup noodles mini seafood flavour","Cup","Hong Kong","5","seafood"
"539",2465,"Nissin","cup noodles xo sauce seafood","Cup","China","3.75","seafood"
"540",2459,"Nissin","cup noodles mug shoyu & seafood","Pack","Japan","3.5","seafood"
"541",2448,"KOKA","seafood flavor instant noodles","Cup","Singapore","3.5","seafood"
"542",2432,"Fashion Food","yummy spicy rice soup with seafood","Bowl","Thailand","3.5","seafood"
"543",2425,"Nissin","seafood flavour rice vermicelli","Cup","Hong Kong","5","seafood"
"544",2420,"Nissin","cup noodles spicy seafood flavor","Cup","China","3.75","seafood"
"545",2405,"Nissin","cup noodles mini spicy seafood","Cup","Hong Kong","4","seafood"
"546",2400,"Nissin","cup noodles tom yam seafood flavour","Cup","Singapore","5","seafood"
"547",2391,"Ottogi","jin jjambbong spicy seafood ramyun","Pack","South Korea","5","seafood"
"548",2381,"Nissin","demae iccho seafood flavour instant noodle","Cup","Hong Kong","4.75","seafood"
"549",2350,"Nissin","cup noodles big xo sauce seafood flavour","Cup","Hong Kong","4","seafood"
"550",2309,"Nissin","cup noodles big seafood flavour","Cup","Hong Kong","4","seafood"
"551",2300,"Nissin","demae ramen spicy xo sauce seafood flavour instant noodle","Pack","Hong Kong","4","seafood"
"552",2295,"Nissin","cup noodles seafood","Cup","China","4","seafood"
"553",2281,"Nissin","demae iccho red hot seafood flavour instant noodle","Cup","Hong Kong","4","seafood"
"554",2250,"Nissin","demae iccho spicy xo sauce seafood flavour","Pack","Hong Kong","4","seafood"
"555",2233,"Nissin","cup noodles milk seafood flavour","Cup","Hong Kong","4","seafood"
"556",2221,"Nissin","cup noodle seafood","Cup","Japan","5","seafood"
"557",2217,"Nissin","demae ramen spicy seafood flavour instant noodle","Pack","Hong Kong","5","seafood"
"558",2186,"Master Kong","assorted seafood noodles","Pack","China","4","seafood"
"559",2162,"Tseng Noodles","rice noodle seafood laksa flavour","Pack","Taiwan","5","seafood"
"560",2140,"Wang","rice noodle seafood flavour","Bowl","South Korea","5","seafood"
"561",2124,"7 Select","nissin instant noodles tom yum seafood creamy flavour king cup","Bowl","Thailand","3.5","seafood"
"562",2113,"Nissin","cup noodles seafood creamy flavour","Cup","Thailand","4","seafood"
"563",2094,"Nongshim","champong noodle soup spicy seafood flavor","Pack","South Korea","5","seafood"
"564",2089,"Nissin","big cup noodles seafood curry flavour","Cup","Hong Kong","5","seafood"
"565",2077,"Nissin","cup noodles big spicy seafood flavour","Cup","Hong Kong","5","seafood"
"566",2061,"Kamfen","dried mix noodles scallop seafood flavoured","Tray","Hong Kong","4.25","seafood"
"567",2001,"Nissin","cup noodle big seafood clam chowder","Cup","Japan","4","seafood"
"568",1902,"MAMA","seafood tom yum sichek flavour","Pack","Myanmar","5","seafood"
"569",1732,"Super","seafood flavour noodles","Cup","Malaysia","3.25","seafood"
"570",1702,"Samyang Foods","seafood noodle","Cup","Japan","2.75","seafood"
"571",1656,"Mama","jokcup instant porridge soup seafood flavour","Cup","Thailand","3.5","seafood"
"572",1649,"Master Kong","seafood flavour instant cooking noodles","Pack","China","4.25","seafood"
"573",1645,"Lucky Me!","supreme jjamppong korean style spicy seafood soup","Bowl","Philippines","3.75","seafood"
"574",1611,"Lucky Me!","supreme seafood flavor big cup","Bowl","Philippines","4","seafood"
"575",1572,"Master Kong","artificial seafood flavor instant noodle","Pack","China","3.75","seafood"
"576",1560,"Kin-Dee","instant rice noodle spicy seafood","Tray","Thailand","3.75","seafood"
"577",1551,"Myojo","men black seafood tonkotsu","Bowl","Japan","3.5","seafood"
"578",1534,"Vit's","seafood instant noodles","Pack","Malaysia","3.75","seafood"
"579",1523,"Paldo","jjamppong seafood noodle king bowl","Bowl","South Korea","5","seafood"
"580",1522,"Vifon","instant porridge seafood flavour","Pack","Vietnam","3.25","seafood"
"581",1515,"Nongshim","neoguri udon seafood & mild","Pack","South Korea","4","seafood"
"582",1514,"Maggi","royale penang seafood curry","Pack","Malaysia","4.5","seafood"
"583",1468,"Mama","instant cup noodles seafood pad kee mao flavour","Cup","Thailand","5","seafood"
"584",1455,"Nissin","premium instant noodles xo sauce seafood flavour","Pack","Singapore","3.75","seafood"
"585",1451,"Nissin","cup noodles tom yam seafood flavour","Cup","Singapore","4","seafood"
"586",1449,"Nissin","cup noodles seafood curry flavour","Cup","Singapore","4","seafood"
"587",1423,"Vina Acecook","king chef seafood with kimchi flavour","Pack","Vietnam","3","seafood"
"588",1404,"Thai Choice","instant noodles seafood flavour","Cup","Thailand","4","seafood"
"589",1397,"Wu-Mu","steam seafood flavor ramen","Pack","Taiwan","4","seafood"
"590",1320,"Mama","instant noodles cup seafood flavour","Cup","Thailand","3.75","seafood"
"591",1309,"Yum Yum","oriental style instant noodles seafood flavour","Cup","Thailand","3.75","seafood"
"592",1288,"Sau Tao","qq scallop seafood vermicelli","Bowl","Hong Kong","3.75","seafood"
"593",1285,"Lucky Me!","supreme chow mein seafood flavor instant stir-fried noodles","Bowl","Philippines","3.25","seafood"
"594",1224,"HoMyeonDang","premium noodle house seafood ramyun","Pack","South Korea","4","seafood"
"595",1158,"Nissin","demae iccho xo sauce seafood flavour","Bowl","Hong Kong","4","seafood"
"596",1070,"HoMyeonDang","premium noodle house pork & seafood flavor","Pack","South Korea","4","seafood"
"597",916,"Goku Uma","seafood flavor japanese noodles","Bowl","Japan","4.25","seafood"
"598",907,"Nongshim","neoguri spicy seafood","Cup","South Korea","4","seafood"
"599",903,"Han's South Korea","rice noodle with seafood flavored soup","Tray","South Korea","3.5","seafood"
"600",880,"Golden Wheat","south korean style seafood","Cup","China","2.75","seafood"
"601",857,"Sempio","seafood vermicelli anchovy","Bowl","South Korea","4.25","seafood"
"602",775,"JML","seafood","Bowl","China","3","seafood"
"603",764,"Sempio","seafood noodle cup","Bowl","South Korea","3.5","seafood"
"604",735,"Ottogi","odongtong myon seafood","Bowl","South Korea","2.75","seafood"
"605",722,"Yamamoto","seafood ramen","Bowl","Japan","3.5","seafood"
"606",687,"Nissin","cup noodles xo sauce seafood","Cup","Hong Kong","3.75","seafood"
"607",684,"Dragonfly","artificial seafood","Pack","China","3.75","seafood"
"608",648,"Nongshim","seafood ramyun","Pack","South Korea","3.75","seafood"
"609",633,"Mr. Udon","seafood selection","Pack","South Korea","3.5","seafood"
"610",602,"Nongshim","oolongmen artificial seafood","Cup","South Korea","3.5","seafood"
"611",594,"Haioreum","asian style noodles seafood","Bowl","South Korea","3.5","seafood"
"612",538,"Lucky Me!","lomi seafood vegetable","Pack","Philippines","0.5","seafood"
"613",524,"Nissin","cup noodles spicy seafood","Cup","Hong Kong","3.75","seafood"
"614",516,"Wang","champong spicy seafood","Bowl","South Korea","3.5","seafood"
"615",507,"Dragonfly","artificial seafood","Bowl","China","3.75","seafood"
"616",497,"Nissin","demae iccho seafood & abalone macaroni","Pack","Japan","4","seafood"
"617",494,"Snapdragon","tomato seafood rice noodle","Cup","Singapore","3.5","seafood"
"618",441,"Ottogi","spice seafood","Pack","South Korea","3.75","seafood"
"619",439,"Little Cook","tom yum seafood creamy","Bowl","Thailand","3","seafood"
"620",432,"Ve Wong","instant bean thread seafood","Bowl","Taiwan","2.5","seafood"
"621",400,"Nissin","cup noodles seafood curry","Cup","Hong Kong","4.25","seafood"
"622",399,"Paldo","spicy seafood","Cup","South Korea","3.75","seafood"
"623",294,"Paldo","south korean seafood","Pack","South Korea","3.75","seafood"
"624",284,"Nissin","cup noodles seafood","Cup","Hong Kong","4.5","seafood"
"625",279,"Rhee Bros Assi","rice noodles seafood","Tray","South Korea","3.75","seafood"
"626",259,"Vina Acecook","mi lau thai seafood","Pack","Vietnam","4","seafood"
"627",255,"Mama","oriental kitchen spicy seafood","Cup","Thailand","3.75","seafood"
"628",237,"Koka","spicy seafood marinara","Bowl","Singapore","3","seafood"
"629",208,"Sao Tao","ramen king scallop seafood","Pack","China","4.25","seafood"
"630",171,"Samyang","japanese seafood flavor udon","Pack","South Korea","3.75","seafood"
"631",169,"Samyang","seafood party","Pack","South Korea","2.25","seafood"
"632",150,"Chorip Dong","jjambbong hot spicy seafood","Bowl","South Korea","4.25","seafood"
"633",141,"Six Fortune","seafood flavor","Pack","South Korea","2.5","seafood"
"634",111,"Ottogi","odongtongmyon seafood spicy","Pack","South Korea","3.25","seafood"
"635",92,"Fashion Food","tom yum seafood creamy","Bowl","Thailand","2","seafood"
